StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Backlogs,NoOfAttempts,CollegeName,University
2250,8.5,1,2,1,76,3.8,No,Yes,58,70,NotPlaced,0,2.0,Loyola college,JNTUK
2251,6.5,1,2,1,66,4.2,No,No,55,72,NotPlaced,0,2.0,Loyola college,JNTUK
2252,7.6,1,3,3,78,4.7,Yes,No,86,74,Placed,0,3.0,LBRCE,JNTUA
2253,7.7,1,1,1,75,4.6,No,Yes,72,75,NotPlaced,0,1.0,Loyola college,JNTUK
2254,8.0,2,3,0,90,4.4,Yes,Yes,72,85,Placed,0,3.0,LBRCE,JNTUA
2255,8.0,1,3,2,86,4.8,Yes,No,84,85,Placed,0,3.0,LBRCE,JNTUA
2256,5.8,1,2,0,75,4.5,Yes,Yes,76,80,NotPlaced,1,2.0,Loyola college,JNTUK
2257,8.2,1,3,2,79,4.1,Yes,Yes,78,65,Placed,0,3.0,LBRCE,JNTUA
2258,8.1,2,3,2,86,4.5,Yes,Yes,84,81,Placed,0,3.0,LBRCE,JNTUA
2259,8.3,1,2,0,82,4.6,Yes,Yes,85,86,Placed,0,2.0,LBRCE,JNTUA
2260,8.2,2,3,2,90,4.8,Yes,Yes,80,86,Placed,0,3.0,LBRCE,JNTUA
2261,7.6,1,2,0,85,4.6,No,Yes,78,73,NotPlaced,0,2.0,Loyola college,JNTUK
2262,6.5,1,2,0,76,4.2,No,Yes,55,65,NotPlaced,0,2.0,Loyola college,JNTUK
2263,8.3,1,2,1,84,4.7,Yes,Yes,59,69,NotPlaced,0,2.0,Loyola college,JNTUK
2264,7.4,0,1,0,85,3.9,No,Yes,68,63,NotPlaced,0,1.0,Loyola college,JNTUK
2265,7.6,1,2,0,77,4.1,No,Yes,68,72,Placed,0,2.0,LBRCE,JNTUA
2266,8.4,2,3,1,83,4.6,Yes,Yes,79,83,Placed,0,3.0,LBRCE,JNTUA
2267,7.4,1,1,0,74,4.1,No,Yes,56,62,NotPlaced,0,1.0,Loyola college,JNTUK
2268,8.0,1,1,0,77,3.9,Yes,Yes,72,68,Placed,0,1.0,LBRCE,JNTUA
2269,8.2,0,3,2,80,4.8,Yes,Yes,80,83,Placed,0,3.0,LBRCE,JNTUA
2270,8.2,1,2,2,89,4.3,Yes,Yes,76,83,Placed,0,2.0,LBRCE,JNTUA
2271,8.0,0,2,2,83,4.6,Yes,Yes,82,78,NotPlaced,0,2.0,Loyola college,JNTUK
2272,7.8,2,3,0,75,4.5,Yes,Yes,72,81,Placed,0,3.0,LBRCE,JNTUA
2273,8.0,1,2,1,80,3.4,Yes,Yes,76,82,NotPlaced,0,2.0,Loyola college,JNTUK
2274,6.5,2,2,2,79,4.4,No,No,80,71,Placed,0,2.0,LBRCE,JNTUA
2275,6.5,1,1,0,62,4.0,No,No,61,74,NotPlaced,0,1.0,Loyola college,JNTUK
2276,7.9,1,1,1,78,4.2,No,No,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
2277,6.5,0,1,0,73,3.7,No,No,72,67,NotPlaced,0,1.0,Loyola college,JNTUK
2278,7.8,1,3,2,90,4.8,Yes,Yes,79,83,Placed,0,3.0,LBRCE,JNTUA
2279,7.8,1,2,0,72,4.5,No,Yes,55,69,NotPlaced,0,2.0,Loyola college,JNTUK
2280,8.0,2,3,2,87,4.5,Yes,Yes,71,85,Placed,0,3.0,LBRCE,JNTUA
2281,8.3,0,3,2,74,4.1,Yes,Yes,70,84,NotPlaced,0,3.0,Loyola college,JNTUK
2282,6.6,1,1,0,68,3.9,Yes,Yes,55,67,Placed,0,1.0,LBRCE,JNTUA
2283,7.5,1,3,1,78,4.0,No,No,83,73,NotPlaced,0,3.0,Loyola college,JNTUK
2284,7.6,1,1,1,70,4.5,No,No,62,71,NotPlaced,0,1.0,Loyola college,JNTUK
2285,7.7,0,1,0,65,3.9,No,No,74,69,NotPlaced,0,1.0,Loyola college,JNTUK
2286,7.4,1,2,0,80,4.3,No,Yes,65,67,NotPlaced,0,2.0,Loyola college,JNTUK
2287,8.5,1,1,0,75,4.2,Yes,Yes,58,71,NotPlaced,0,1.0,Loyola college,JNTUK
2288,7.5,1,2,1,67,3.3,No,Yes,55,67,NotPlaced,0,2.0,Loyola college,JNTUK
2289,7.6,1,3,0,82,4.8,Yes,Yes,69,84,Placed,0,3.0,LBRCE,JNTUA
2290,8.0,1,2,1,80,4.2,Yes,No,77,69,NotPlaced,0,2.0,Loyola college,JNTUK
2291,8.7,1,3,2,80,4.7,Yes,Yes,76,82,Placed,0,3.0,LBRCE,JNTUA
2292,6.5,0,2,0,76,3.6,No,Yes,55,66,NotPlaced,0,2.0,Loyola college,JNTUK
2293,8.2,1,3,2,76,4.4,Yes,Yes,66,86,NotPlaced,0,3.0,Loyola college,JNTUK
2294,6.5,1,1,0,80,4.4,No,Yes,59,69,NotPlaced,0,1.0,Loyola college,JNTUK
2295,8.4,2,3,2,90,4.5,Yes,No,75,86,Placed,0,3.0,LBRCE,JNTUA
2296,7.9,2,1,2,81,4.8,Yes,No,82,82,Placed,0,1.0,LBRCE,JNTUA
2297,7.6,1,2,0,71,4.1,No,No,56,63,NotPlaced,0,2.0,Loyola college,JNTUK
2298,7.5,1,1,1,73,4.2,Yes,Yes,64,72,NotPlaced,0,1.0,Loyola college,JNTUK
2299,7.5,1,1,1,62,4.3,No,No,60,61,NotPlaced,0,1.0,Loyola college,JNTUK
2300,8.4,0,1,1,67,4.1,No,No,78,58,Placed,0,1.0,LBRCE,JNTUA
2301,8.8,0,3,0,82,4.8,Yes,Yes,63,78,Placed,0,3.0,LBRCE,JNTUA
2302,8.0,1,3,3,90,4.8,Yes,Yes,82,84,Placed,0,3.0,LBRCE,JNTUA
2303,8.6,2,3,2,90,4.5,Yes,Yes,84,82,Placed,0,3.0,LBRCE,JNTUA
2304,8.4,2,3,2,90,4.8,Yes,Yes,77,77,NotPlaced,0,3.0,Loyola college,JNTUK
2305,8.2,1,3,2,90,3.6,Yes,Yes,75,80,Placed,0,3.0,LBRCE,JNTUA
2306,7.3,1,1,1,64,4.1,No,No,59,60,NotPlaced,0,1.0,Loyola college,JNTUK
2307,6.5,1,2,2,75,4.1,Yes,Yes,66,70,Placed,0,2.0,LBRCE,JNTUA
2308,7.4,1,1,1,63,3.6,No,No,65,65,NotPlaced,0,1.0,Loyola college,JNTUK
2309,8.0,2,1,0,77,4.5,No,Yes,59,65,NotPlaced,0,1.0,Loyola college,JNTUK
2310,7.9,1,2,0,80,4.5,No,Yes,59,66,NotPlaced,0,2.0,Loyola college,JNTUK
2311,8.3,0,3,0,88,4.7,Yes,Yes,70,80,NotPlaced,0,3.0,Loyola college,JNTUK
2312,7.0,1,3,1,90,4.7,Yes,Yes,74,60,NotPlaced,0,3.0,Loyola college,JNTUK
2313,6.5,1,2,0,80,4.4,No,Yes,59,68,NotPlaced,0,2.0,Loyola college,JNTUK
2314,8.2,1,3,0,77,4.3,No,No,55,73,NotPlaced,0,3.0,Loyola college,JNTUK
2315,8.7,1,2,1,90,4.6,No,No,74,68,NotPlaced,0,2.0,Loyola college,JNTUK
2316,7.5,1,1,0,76,4.5,Yes,Yes,79,88,Placed,0,1.0,LBRCE,JNTUA
2317,7.6,1,1,0,60,4.0,No,No,56,64,NotPlaced,0,1.0,Loyola college,JNTUK
2318,7.6,1,3,0,84,4.1,No,No,57,73,NotPlaced,0,3.0,Loyola college,JNTUK
2319,8.3,1,3,2,89,4.7,Yes,Yes,72,80,NotPlaced,0,3.0,Loyola college,JNTUK
2320,7.4,0,1,1,90,4.8,Yes,Yes,71,69,NotPlaced,0,1.0,Loyola college,JNTUK
2321,7.6,1,2,0,79,4.1,No,Yes,71,62,NotPlaced,0,2.0,Loyola college,JNTUK
2322,7.4,1,2,1,62,4.5,Yes,Yes,60,66,NotPlaced,0,2.0,Loyola college,JNTUK
2323,7.5,0,1,1,71,4.4,Yes,Yes,79,74,NotPlaced,0,1.0,Loyola college,JNTUK
2324,7.7,1,1,0,75,3.6,No,Yes,59,71,NotPlaced,0,1.0,Loyola college,JNTUK
2325,6.5,2,2,1,81,4.8,No,No,61,69,NotPlaced,0,2.0,Loyola college,JNTUK
2326,7.4,2,3,1,79,4.4,No,Yes,75,73,NotPlaced,0,3.0,Loyola college,JNTUK
2327,7.5,1,1,0,67,4.3,No,No,61,69,NotPlaced,0,1.0,Loyola college,JNTUK
2328,7.8,1,3,0,90,4.6,No,Yes,64,83,NotPlaced,0,3.0,Loyola college,JNTUK
2329,8.1,1,1,0,72,4.0,No,No,85,62,NotPlaced,0,1.0,Loyola college,JNTUK
2330,8.0,1,3,0,83,4.1,Yes,Yes,82,83,Placed,0,3.0,LBRCE,JNTUA
2331,7.4,2,2,1,78,4.3,Yes,No,68,69,NotPlaced,0,2.0,Loyola college,JNTUK
2332,8.6,2,3,2,86,4.1,Yes,Yes,75,85,Placed,0,3.0,LBRCE,JNTUA
2333,7.6,1,3,1,73,3.9,Yes,No,72,73,Placed,0,3.0,LBRCE,JNTUA
2334,8.0,0,3,2,90,4.8,Yes,Yes,79,83,Placed,0,3.0,LBRCE,JNTUA
2335,7.6,1,3,2,90,4.3,Yes,Yes,55,86,Placed,0,3.0,LBRCE,JNTUA
2336,7.3,1,1,1,73,4.0,No,Yes,55,67,NotPlaced,0,1.0,Loyola college,JNTUK
2337,7.5,1,2,1,90,3.4,No,Yes,59,72,NotPlaced,0,2.0,Loyola college,JNTUK
2338,8.0,1,3,2,84,4.7,Yes,Yes,90,86,Placed,0,3.0,LBRCE,JNTUA
2339,8.5,0,3,3,84,4.6,No,Yes,86,70,NotPlaced,0,3.0,Loyola college,JNTUK
2340,8.6,1,3,1,88,4.8,Yes,Yes,71,80,NotPlaced,0,3.0,Loyola college,JNTUK
2341,6.6,1,1,0,69,4.2,Yes,Yes,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
2342,7.7,1,1,1,79,3.9,No,Yes,55,61,NotPlaced,0,1.0,Loyola college,JNTUK
2343,8.7,2,2,1,72,4.6,Yes,Yes,77,77,NotPlaced,0,2.0,Loyola college,JNTUK
2344,7.5,1,2,0,65,3.5,No,No,55,63,NotPlaced,0,2.0,Loyola college,JNTUK
2345,6.7,1,1,1,76,4.6,No,No,62,68,NotPlaced,0,1.0,Loyola college,JNTUK
2346,7.2,1,3,2,81,4.8,No,Yes,83,84,Placed,0,3.0,LBRCE,JNTUA
2347,6.9,1,1,1,76,4.8,Yes,Yes,58,66,NotPlaced,0,1.0,Loyola college,JNTUK
2348,8.2,2,3,2,86,4.7,Yes,Yes,84,88,Placed,0,3.0,LBRCE,JNTUA
2349,8.5,2,3,2,84,4.6,Yes,Yes,74,83,Placed,0,3.0,LBRCE,JNTUA
2350,8.2,0,3,0,90,4.3,Yes,Yes,79,86,NotPlaced,0,3.0,Loyola college,JNTUK
2351,7.3,1,1,1,77,4.1,No,No,58,74,NotPlaced,0,1.0,Loyola college,JNTUK
2352,7.6,1,2,1,71,4.1,No,Yes,61,66,NotPlaced,0,2.0,Loyola college,JNTUK
2353,6.5,1,3,2,85,3.7,Yes,Yes,79,86,Placed,0,3.0,LBRCE,JNTUA
2354,7.4,1,3,0,83,3.8,No,Yes,69,85,NotPlaced,0,3.0,Loyola college,JNTUK
2355,8.0,2,3,2,90,4.8,Yes,Yes,88,83,Placed,0,3.0,LBRCE,JNTUA
2356,8.2,2,1,2,77,4.8,Yes,Yes,60,79,NotPlaced,0,1.0,Loyola college,JNTUK
2357,7.5,1,1,0,66,4.1,No,No,63,60,NotPlaced,0,1.0,Loyola college,JNTUK
2358,8.1,2,2,1,90,4.7,Yes,Yes,68,88,Placed,0,2.0,LBRCE,JNTUA
2359,6.5,1,3,0,87,4.8,No,No,65,86,NotPlaced,0,3.0,Loyola college,JNTUK
2360,8.8,1,3,0,86,4.4,Yes,Yes,63,72,NotPlaced,0,3.0,Loyola college,JNTUK
2361,7.4,1,2,1,73,4.5,No,No,56,69,NotPlaced,0,2.0,Loyola college,JNTUK
2362,8.2,2,3,2,90,4.7,Yes,Yes,72,84,Placed,0,3.0,LBRCE,JNTUA
2363,7.7,1,2,0,74,3.8,Yes,Yes,58,63,NotPlaced,0,2.0,Loyola college,JNTUK
2364,8.5,2,3,2,86,4.8,Yes,Yes,78,87,Placed,0,3.0,LBRCE,JNTUA
2365,8.6,1,3,1,83,4.7,Yes,Yes,78,81,Placed,0,3.0,LBRCE,JNTUA
2366,8.6,1,2,0,86,4.1,Yes,Yes,55,82,NotPlaced,0,2.0,Loyola college,JNTUK
2367,7.7,1,3,2,86,4.5,No,Yes,65,88,NotPlaced,0,3.0,Loyola college,JNTUK
2368,8.2,2,3,2,90,4.2,Yes,Yes,83,77,Placed,0,3.0,LBRCE,JNTUA
2369,6.5,1,2,1,86,4.3,Yes,Yes,84,88,Placed,0,2.0,LBRCE,JNTUA
2370,9.0,2,3,2,88,4.8,No,Yes,72,84,Placed,0,3.0,LBRCE,JNTUA
2371,7.5,0,2,1,73,3.6,No,No,56,71,NotPlaced,0,2.0,Loyola college,JNTUK
2372,7.8,0,2,0,74,4.2,No,Yes,55,68,NotPlaced,0,2.0,Loyola college,JNTUK
2373,8.3,0,3,0,88,3.4,Yes,Yes,76,87,Placed,0,3.0,LBRCE,JNTUA
2374,6.5,2,1,1,77,4.2,Yes,Yes,58,64,NotPlaced,0,1.0,Loyola college,JNTUK
2375,6.5,0,2,3,85,4.5,Yes,Yes,55,71,Placed,0,2.0,LBRCE,JNTUA
2376,7.4,1,1,0,77,3.6,No,No,55,65,NotPlaced,0,1.0,Loyola college,JNTUK
2377,8.2,2,3,2,90,4.8,Yes,Yes,76,85,Placed,0,3.0,LBRCE,JNTUA
2378,8.5,2,3,2,90,4.8,Yes,Yes,82,88,Placed,0,3.0,LBRCE,JNTUA
2379,8.6,2,3,2,90,4.8,Yes,Yes,65,82,Placed,0,3.0,LBRCE,JNTUA
2380,8.5,1,1,2,72,4.0,Yes,Yes,80,82,Placed,0,1.0,LBRCE,JNTUA
2381,7.8,1,3,2,83,4.2,Yes,Yes,78,80,NotPlaced,0,3.0,Loyola college,JNTUK
2382,8.4,2,3,2,83,4.8,Yes,Yes,77,86,Placed,0,3.0,LBRCE,JNTUA
2383,8.5,2,1,1,73,4.5,Yes,No,64,79,NotPlaced,0,1.0,Loyola college,JNTUK
2384,7.7,1,1,1,70,4.3,Yes,Yes,75,70,NotPlaced,0,1.0,Loyola college,JNTUK
2385,7.5,1,2,0,81,4.8,Yes,Yes,55,79,NotPlaced,0,2.0,Loyola college,JNTUK
2386,6.5,1,3,1,90,4.5,No,No,74,62,NotPlaced,0,3.0,Loyola college,JNTUK
2387,7.8,1,2,0,83,4.8,Yes,Yes,78,80,Placed,0,2.0,LBRCE,JNTUA
2388,7.6,1,1,1,76,4.2,Yes,Yes,67,65,Placed,0,1.0,LBRCE,JNTUA
2389,7.6,1,1,1,85,4.1,No,Yes,85,70,NotPlaced,0,1.0,Loyola college,JNTUK
2390,6.5,0,1,0,90,4.5,Yes,Yes,56,82,NotPlaced,0,1.0,Loyola college,JNTUK
2391,8.0,2,2,1,82,3.9,Yes,Yes,63,68,NotPlaced,0,2.0,Loyola college,JNTUK
2392,7.5,2,1,1,65,4.0,No,Yes,56,62,NotPlaced,0,1.0,Loyola college,JNTUK
2393,7.8,1,1,0,63,4.4,No,Yes,55,68,NotPlaced,0,1.0,Loyola college,JNTUK
2394,6.9,0,3,2,82,4.8,Yes,Yes,85,79,Placed,0,3.0,LBRCE,JNTUA
2395,8.6,1,3,2,88,4.6,No,Yes,72,83,Placed,0,3.0,LBRCE,JNTUA
2396,7.0,0,3,1,67,3.6,Yes,Yes,57,82,NotPlaced,0,3.0,Loyola college,JNTUK
2397,8.8,2,1,2,83,4.8,Yes,Yes,84,87,Placed,0,1.0,LBRCE,JNTUA
2398,7.4,1,2,0,87,3.5,No,Yes,61,67,NotPlaced,0,2.0,Loyola college,JNTUK
2399,6.7,1,1,1,69,4.0,No,No,55,67,NotPlaced,0,1.0,Loyola college,JNTUK
2400,7.7,1,1,0,72,4.2,No,No,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
2401,7.4,1,1,2,68,4.3,No,Yes,61,60,NotPlaced,0,1.0,Loyola college,JNTUK
2402,8.3,1,2,0,72,4.2,No,No,63,74,NotPlaced,0,2.0,Loyola college,JNTUK
2403,8.2,2,3,0,87,4.7,Yes,Yes,83,88,Placed,0,3.0,LBRCE,JNTUA
2404,8.0,1,3,1,77,4.5,Yes,Yes,71,85,NotPlaced,0,3.0,Loyola college,JNTUK
2405,7.8,1,1,0,81,4.5,Yes,Yes,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
2406,7.6,1,1,2,77,3.9,No,Yes,55,71,NotPlaced,0,1.0,Loyola college,JNTUK
2407,7.6,0,1,0,83,3.2,No,No,55,65,NotPlaced,0,1.0,Loyola college,JNTUK
2408,7.4,1,3,2,83,4.5,Yes,No,84,79,Placed,0,3.0,LBRCE,JNTUA
2409,6.5,1,1,1,79,4.1,No,No,61,67,Placed,0,1.0,LBRCE,JNTUA
2410,7.9,1,1,1,76,4.4,Yes,Yes,65,85,NotPlaced,0,1.0,Loyola college,JNTUK
2411,8.4,0,3,0,80,4.3,Yes,Yes,82,83,NotPlaced,0,3.0,Loyola college,JNTUK
2412,8.7,1,2,2,74,4.1,Yes,Yes,75,87,Placed,0,2.0,LBRCE,JNTUA
2413,8.5,2,2,2,89,4.6,Yes,Yes,55,84,Placed,0,2.0,LBRCE,JNTUA
2414,8.0,2,3,2,90,4.8,Yes,Yes,76,86,Placed,0,3.0,LBRCE,JNTUA
2415,7.4,1,3,0,78,4.6,Yes,Yes,74,82,NotPlaced,0,3.0,Loyola college,JNTUK
2416,8.2,2,3,2,87,4.8,Yes,Yes,87,88,Placed,0,3.0,LBRCE,JNTUA
2417,7.3,1,2,0,69,3.7,No,Yes,55,68,NotPlaced,0,2.0,Loyola college,JNTUK
2418,7.5,0,3,0,78,4.7,No,No,55,70,NotPlaced,0,3.0,Loyola college,JNTUK
2419,7.5,1,2,0,78,3.9,Yes,Yes,87,76,NotPlaced,0,2.0,Loyola college,JNTUK
2420,7.6,0,2,0,68,3.9,No,Yes,64,61,NotPlaced,0,2.0,Loyola college,JNTUK
2421,7.9,2,3,3,90,4.7,Yes,No,77,61,Placed,0,3.0,LBRCE,JNTUA
2422,7.5,1,1,0,67,4.2,No,No,57,60,NotPlaced,0,1.0,Loyola college,JNTUK
2423,7.6,1,2,2,74,4.2,No,Yes,81,68,NotPlaced,0,2.0,Loyola college,JNTUK
2424,8.0,1,2,2,87,4.8,Yes,Yes,90,68,Placed,0,2.0,LBRCE,JNTUA
2425,7.6,1,1,1,68,4.0,No,Yes,61,68,NotPlaced,0,1.0,Loyola college,JNTUK
2426,8.0,2,3,2,89,4.1,Yes,Yes,75,85,Placed,0,3.0,LBRCE,JNTUA
2427,6.5,0,1,1,84,3.6,No,No,61,63,NotPlaced,0,1.0,Loyola college,JNTUK
2428,8.2,1,1,1,87,4.7,Yes,Yes,55,81,NotPlaced,0,1.0,Loyola college,JNTUK
2429,7.3,1,1,0,84,3.9,No,Yes,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
2430,8.4,2,3,2,90,4.8,Yes,Yes,82,87,Placed,0,3.0,LBRCE,JNTUA
2431,7.9,2,3,2,90,4.6,Yes,Yes,82,81,Placed,0,3.0,LBRCE,JNTUA
2432,7.4,1,1,1,69,3.9,Yes,Yes,63,66,NotPlaced,0,1.0,Loyola college,JNTUK
2433,6.5,0,1,1,76,4.7,Yes,No,82,64,NotPlaced,0,1.0,Loyola college,JNTUK
2434,7.7,1,1,0,70,3.9,Yes,Yes,71,82,NotPlaced,0,1.0,Loyola college,JNTUK
2435,8.4,0,3,2,90,4.8,Yes,Yes,83,83,Placed,0,3.0,LBRCE,JNTUA
2436,8.0,1,2,0,61,3.6,Yes,No,59,64,NotPlaced,0,2.0,Loyola college,JNTUK
2437,7.7,0,1,1,90,4.3,Yes,Yes,75,75,Placed,0,1.0,LBRCE,JNTUA
2438,7.6,1,2,0,70,4.7,No,Yes,60,64,Placed,0,2.0,LBRCE,JNTUA
2439,7.4,0,2,0,76,4.5,No,Yes,72,85,NotPlaced,0,2.0,Loyola college,JNTUK
2440,6.8,1,2,0,75,4.2,No,Yes,77,57,NotPlaced,0,2.0,Loyola college,JNTUK
2441,8.0,0,3,2,76,4.7,Yes,Yes,77,82,Placed,0,3.0,LBRCE,JNTUA
2442,8.4,2,3,2,90,4.5,Yes,Yes,83,86,Placed,0,3.0,LBRCE,JNTUA
2443,7.4,2,2,0,69,4.1,No,No,59,75,NotPlaced,0,2.0,Loyola college,JNTUK
2444,7.8,1,3,1,75,4.4,Yes,Yes,59,72,NotPlaced,0,3.0,Loyola college,JNTUK
2445,6.5,1,1,2,68,3.5,No,No,76,61,NotPlaced,0,1.0,Loyola college,JNTUK
2446,8.7,0,3,2,81,4.5,Yes,Yes,80,66,Placed,0,3.0,LBRCE,JNTUA
2447,8.4,2,1,1,88,4.8,Yes,Yes,85,84,NotPlaced,0,1.0,Loyola college,JNTUK
2448,7.8,0,1,0,67,4.1,Yes,No,59,69,NotPlaced,0,1.0,Loyola college,JNTUK
2449,6.7,1,1,0,63,4.6,No,No,67,66,NotPlaced,0,1.0,Loyola college,JNTUK
2450,8.6,2,3,2,90,4.8,Yes,Yes,82,87,Placed,0,3.0,LBRCE,JNTUA
2451,8.0,1,3,2,82,4.8,No,Yes,61,87,Placed,0,3.0,LBRCE,JNTUA
2452,7.8,2,1,0,86,4.3,No,Yes,78,80,Placed,0,1.0,LBRCE,JNTUA
2453,7.6,0,1,1,75,3.6,No,Yes,59,62,NotPlaced,0,1.0,Loyola college,JNTUK
2454,8.0,1,2,3,74,4.0,Yes,Yes,78,83,Placed,0,2.0,LBRCE,JNTUA
2455,7.2,1,1,0,82,4.0,No,Yes,82,74,Placed,0,1.0,LBRCE,JNTUA
2456,7.9,1,3,0,83,4.8,No,No,76,82,NotPlaced,0,3.0,Loyola college,JNTUK
2457,7.8,2,3,2,90,3.9,Yes,Yes,60,87,NotPlaced,0,3.0,Loyola college,JNTUK
2458,8.1,0,2,3,72,3.2,Yes,Yes,73,83,Placed,0,2.0,LBRCE,JNTUA
2459,8.4,2,3,3,83,4.7,Yes,No,69,83,NotPlaced,0,3.0,Loyola college,JNTUK
2460,7.6,1,2,0,71,4.8,No,Yes,58,67,NotPlaced,0,2.0,Loyola college,JNTUK
2461,8.4,2,2,0,83,4.8,Yes,No,71,66,Placed,0,2.0,LBRCE,JNTUA
2462,7.6,1,1,0,70,4.1,No,No,61,63,NotPlaced,0,1.0,Loyola college,JNTUK
2463,7.9,0,1,0,64,4.1,Yes,Yes,63,67,NotPlaced,0,1.0,Loyola college,JNTUK
2464,7.6,1,2,1,86,4.4,Yes,Yes,90,79,NotPlaced,0,2.0,Loyola college,JNTUK
2465,7.5,0,2,0,90,4.8,No,Yes,55,79,NotPlaced,0,2.0,Loyola college,JNTUK
2466,7.6,1,1,1,84,4.1,No,No,55,66,NotPlaced,0,1.0,Loyola college,JNTUK
2467,7.5,1,2,0,79,4.3,No,Yes,58,67,NotPlaced,0,2.0,Loyola college,JNTUK
2468,7.9,1,1,1,89,4.0,No,Yes,81,70,NotPlaced,0,1.0,Loyola college,JNTUK
2469,7.9,2,3,3,78,4.5,Yes,Yes,71,87,Placed,0,3.0,LBRCE,JNTUA
2470,7.6,1,3,0,68,4.2,Yes,Yes,88,82,NotPlaced,0,3.0,Loyola college,JNTUK
2471,8.1,1,1,0,70,4.3,Yes,No,68,61,NotPlaced,0,1.0,Loyola college,JNTUK
2472,7.6,2,1,0,73,4.6,Yes,Yes,78,73,NotPlaced,0,1.0,Loyola college,JNTUK
2473,7.9,2,1,2,75,3.9,Yes,No,77,80,NotPlaced,0,1.0,Loyola college,JNTUK
2474,8.5,2,3,2,88,4.8,Yes,Yes,77,85,NotPlaced,0,3.0,Loyola college,JNTUK
2475,7.5,2,3,0,88,4.6,Yes,Yes,72,86,NotPlaced,0,3.0,Loyola college,JNTUK
2476,7.7,1,2,0,73,3.8,No,Yes,55,74,NotPlaced,0,2.0,Loyola college,JNTUK
2477,7.6,1,1,2,67,3.8,No,Yes,57,70,Placed,0,1.0,LBRCE,JNTUA
2478,8.3,2,3,2,85,4.5,Yes,Yes,87,80,Placed,0,3.0,LBRCE,JNTUA
2479,7.4,1,2,1,72,3.3,Yes,Yes,81,69,Placed,0,2.0,LBRCE,JNTUA
2480,8.2,1,1,1,84,3.9,Yes,Yes,61,60,Placed,0,1.0,LBRCE,JNTUA
2481,6.6,1,1,1,77,3.0,No,No,57,68,NotPlaced,0,1.0,Loyola college,JNTUK
2482,8.6,1,3,2,90,4.8,Yes,Yes,80,80,Placed,0,3.0,LBRCE,JNTUA
2483,7.6,1,2,2,76,4.5,Yes,Yes,76,81,NotPlaced,0,2.0,Loyola college,JNTUK
2484,8.6,1,3,0,83,4.8,Yes,Yes,81,86,Placed,0,3.0,LBRCE,JNTUA
2485,7.7,1,0,0,75,4.1,Yes,Yes,71,61,Placed,0,0.0,LBRCE,JNTUA
2486,8.0,1,2,0,72,4.8,Yes,No,87,67,NotPlaced,0,2.0,Loyola college,JNTUK
2487,8.1,1,3,2,85,4.7,Yes,Yes,68,88,Placed,0,3.0,LBRCE,JNTUA
2488,6.5,1,2,1,82,4.0,No,Yes,55,62,NotPlaced,0,2.0,Loyola college,JNTUK
2489,7.7,1,3,0,86,4.1,Yes,Yes,77,58,NotPlaced,0,3.0,Loyola college,JNTUK
2490,8.2,1,1,2,72,4.4,No,No,83,68,NotPlaced,0,1.0,Loyola college,JNTUK
2491,7.7,2,2,2,90,4.8,Yes,Yes,79,83,Placed,0,2.0,LBRCE,JNTUA
2492,8.6,1,2,2,90,4.6,Yes,Yes,81,87,Placed,0,2.0,LBRCE,JNTUA
2493,8.0,0,1,0,70,3.6,No,No,56,63,NotPlaced,0,1.0,Loyola college,JNTUK
2494,7.5,1,2,0,71,4.0,Yes,No,55,66,NotPlaced,0,2.0,Loyola college,JNTUK
2495,7.9,1,3,2,90,4.6,Yes,Yes,81,88,Placed,0,3.0,LBRCE,JNTUA
2496,7.4,1,1,1,66,4.0,No,Yes,55,67,NotPlaced,0,1.0,Loyola college,JNTUK
2497,8.0,0,3,1,80,4.6,Yes,Yes,86,84,Placed,0,3.0,LBRCE,JNTUA
2498,8.4,1,2,0,82,4.4,Yes,Yes,71,83,NotPlaced,0,2.0,Loyola college,JNTUK
2499,7.6,1,1,0,83,4.3,No,Yes,57,71,NotPlaced,0,1.0,Loyola college,JNTUK
2500,8.5,0,1,0,81,4.2,Yes,Yes,74,65,Placed,0,1.0,LBRCE,JNTUA
2501,8.0,1,2,0,90,4.3,Yes,Yes,75,70,NotPlaced,0,2.0,Loyola college,JNTUK
2502,7.8,0,2,0,80,4.1,No,Yes,60,83,Placed,0,2.0,LBRCE,JNTUA
2503,7.7,1,1,0,67,4.0,No,No,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
2504,7.8,2,3,2,84,4.7,Yes,Yes,81,86,Placed,0,3.0,LBRCE,JNTUA
2505,7.5,1,2,2,72,3.9,Yes,Yes,55,71,NotPlaced,0,2.0,Loyola college,JNTUK
2506,8.3,1,3,2,90,4.8,Yes,Yes,85,86,Placed,0,3.0,LBRCE,JNTUA
2507,8.3,1,0,0,73,4.6,Yes,Yes,70,85,Placed,0,0.0,LBRCE,JNTUA
2508,6.9,0,2,0,79,4.1,No,Yes,63,64,NotPlaced,0,2.0,Loyola college,JNTUK
